업체명,사업자등록번호,주업종,주요 생산품목,소재지,전화번호
(주)거산종합건설,2218118260,도매 및 소매업,건설업,강원도 춘천시 동면 소양강로 1562층 ,033-662-7211
(주)에스피씨머트리얼즈그룹,2098165481,사업시설관리 및 사업지원 서비스업,신뢰성시험소재및 재료,충청남도 천안시 서북구 직산읍 직산로 136충남테크노파크  번영관  3103호,031-495-7929
(주)천일건재,1248758060,제조업,건축자재,제주특별자치도 제주시 서사로2길 81층,031-943-4833
다약,8372101274,도매 및 상품 중개업,농 임산물 식품제조가공,강원도 홍천군 동면 수타사로 386동면 덕치리 52-9,031-773-5000
디알메디테크,3733300828,사업시설 관리 사업 지원 및 임대 서비스업,화장품원료,충청남도 천안시 동남구 단대로 119단국대학교 치과대학 520 호,052-257-1522
예영기초건설(주),3018620316,그 밖의 기계 및 장비 제조업,석면해체.제거업. 비계구조물해체공사업,충청북도 청주시 서원구 수곡로113번길 28101호 (수곡동),070-8840-7657
이지건설주식회사,3048118793,도매 및 소매업,건설업,충청북도 단양군 매포읍 평동로 921층,051-508-6645
주식회사 용성전기,4278100354,창작 예술 및 여가관련 서비스업,전기공사,충청남도 천안시 서북구 원두정9길 62층 (두정동),051-913-0120
코리아시스템,5140487294,제조업,사무기기통신기기cctv가공식품,대구광역시 중구 공평로8길 223층,02-2060-1771
휴먼테크윈 주식회사,3128649536,창작 예술 및 여가관련 서비스업,건물청소서비스,충청남도 아산시 외암로 1245402-2호 (장존동),02-780-1100
우사테크,2221702663,기타 전문 과학 및 기술 서비스업,고압분무 시스템(쿨링포그),경기도 부천시 삼작로 22103동 3층 303호,031-919-8770
쿨독상사,7064500225,건설업,드럼셋트,경기도 양주시 삼숭로38번길 1021층 5112호,070-7379-9335
(주)삼창개발,8948801663,제조업|전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,구매대행서비스,인천광역시 부평구 부평대로 283씨동 607호(청천동 부평우림라이온스밸리),02-491-4441
(주)크린파워,6058150342,건설업,방역용소독기,경기도 광주시 목동길36번길 54가동,02-517-7942
365@데이(day),3680701243,제조업,전자상거래업,서울특별시 은평구 갈현로37가길 3-1(갈현동),070-8656-5750
아트21,2670201080,전문직별 공사업,공연기획및대행서비스,인천광역시 미추홀구 경인로 203-121동 1107호(도화동 동아아파트),051-915-3400
엠 에스메탈,1220783974,도매 및 소매업|도매 및 상품 중개업,프레스가공/금형,인천광역시 서구 북항로193번길 45(원창동),041-932-6222
주식회사 더블오디자인스튜디오,8158800604,제조업,디자인서비스,경기도 광주시 곤지암읍 광여로 842-11. ,043-292-7799
청담산업안전컨설팅,1313530004,도매 및 소매업,안전진단용역,인천광역시 남동구 백범로 132206호(만수동),054-336-1514
(주)바론개발,7468101540,건설업,건축공사,울산광역시 중구 강북로 123태화강엑소디움오피스텔 102동 3405호 (옥교동 태화강엑소디움),031-911-8906
(주)신성일렉콤,8048700534,도매 및 소매업,가로등자동점멸기,경기도 성남시 중원구 둔촌대로457번길 27307호(상대원동 성남우림라이온스밸리),054-556-4005
(주)용수개발,5038154912,도매 및 상품 중개업,건설업,경상북도 청송군 현서면 구산북로 25,031-943-6109
삼성씽크공장,6200735715,제조업|수도 하수 및 폐기물 처리 원료 재생업,씽크대제조.목제수납장외,울산광역시 동구 문재로 13삼성씽크공장,054-954-9110
주식회사 다온넷,8068801894,정보서비스업,정보통신공사업,경상북도 청도군 청도읍 고수뒷길 74-16상가타운 101동104호,043-882-4079
주식회사 헤브론,5228801832,사업시설관리 및 사업지원 서비스업,실내및기타오염방지복원서비스,경기도 파주시 금빛로 24-216층 603604호 일부(6008호)(금촌동보람프라자),064-732-0505
창성cnc,5061784923,제조업|도매 및 상품 중개업,샤프트부싱,경상북도 포항시 남구 연일읍 동문로94번길 43창성cnc,064-733-6116
(주)부림,6098142499,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,시멘트,경상남도 창원시 의창구 용지로169번길 13502호,031-988-1481
(주)엔이피,1448105245,제조업,방역서비스,경기도 성남시 분당구 매화로 14205호(야탑동탑마을근린상가),051-327-5052
(주)큐브코리아,7898601784,도매 및 소매업,전지 캠핑카 스쿠터 휠체어 보장구 오토바이,경기도 의왕시 경수대로 257304호,070-5123-1950
내일맑음,5841700340,전문 서비스업,마스크,전라북도 진안군 상전면 주평로 226-131층,070-7736-1114
농업회사법인 주식회사 도담바이오,8538800436,고무 및 플라스틱제품 제조업,유기질비료,충청북도 영동군 용산면 금곡4길 60(주)도담바이오,031-386-1596
드림미디어,7070801504,인쇄 및 기록매체 복제업,포털 및 기타 인터넷 정보매개 서비스,경기도 성남시 수정구 남문로2번길 3-11층(태평동),053-814-2100
아성이엔지,1358179480,도매 및 상품 중개업,조경식재공사,경기 용인시 기흥구 금화로9 201-2호 (상갈동금화타운),054-243-8837
에이에프아이 주식회사,5808701490,금속 가공제품 제조업; 기계 및 가구 제외,초경량항공기,경기도 화성시 동탄기흥로 602더퍼스트타워3 504호,032-766-1033
은성전자통신,5631001590,제조업,영상 음향 cctv 설치및시공,경기도 김포시 유현로237번길 80402호,032-555-9058
일신,4180567605,도매 및 소매업,농축산용방역장비,전라북도 전주시 덕진구 여산로 130-14,042-861-8551
제주감귤형부농장,3149403394,건설업,농산물,제주특별자치도 제주시 애월읍하가리 1576,041-733-0106
주식회사 로드153 (LORD153),3328101695,사업시설관리 및 사업지원 서비스업,홍보및마케팅서비스,전라북도 완주군 이서면 안전로 1395층 ,033-747-1355
주식회사 씨케이유,1298623652,전문 서비스업,플라스틱팰릿,경기도 성남시 분당구 서현로 170T동 2205호,062-974-1410
성심,5080660881,금속가공제품 제조업(기계 및 가구 제조업 제외),기타인쇄물,경상북도 안동시 옥동2길 31 (옥동),042-536-6659
채널아리랑 주식회사,6878101858,사업시설 관리 사업 지원 및 임대 서비스업,전자상거래 외,서울특별시 은평구 은평로 60-213층 301호(신사동 상우하이츠빌),033-563-6123
티에스그룹,5500101762,도매 및 소매업,금속구조물·창호공사,전라남도 곡성군 곡성읍 곡성로 7692층,070-4659-1518
해피파크,6810201312,인쇄 및 기록매체 복제업,개인용소형가방,서울특별시 강동구 동남로83길 90-9(고덕동),070-7700-9612
(주)아이엘티,6078620607,도매 및 소매업,커피,인천광역시 서구 승학로 515108호(검암동 대림프라자),062-233-7353
동성산업개발(주),1328113418,도매 및 소매업|건설업,건설업,경기 남양주시 와부읍덕소로 284번길 24,031-339-1400
(주)에이치마케팅커뮤니케이션,1138686803,인쇄 및 기록매체 복제업,사업시설관리 및 사업지원 서비스업,서울특별시 용산구 한강대로54길 252층(한강로1가 신승빌딩),061-793-3277
(주)지오코리아,2158629113,도매 및 소매업,홍보마케팅서비스 ,서울특별시 강남구 도산대로 1455층 512호(신사동),043-1661-3419
그린스틸,6120810966,도매 및 소매업,스틸그레이팅,경상남도 진주시 사봉면 산업단지로44번길 41-80,062-465-1080
우림,5971401174,건설업,건물청소서비스,부산광역시 동구 중앙대로308번길 3-5302호,02-966-1481
diy.z custom  다이즈커스텀,7533700551,건설업,광택썬팅세차용품판매,경기도 파주시 조리읍 통일로 1461동 다이즈커스텀,061-323-2240
거성인쇄사,6080864269,건설업,디지털인쇄물제작서비스,경상남도 창원시 마산합포구 서성로 43(신포동2가，삼익맨션 가동103호),031-858-5041
나노정보기술,1580900471,1차 금속 제조업,키폰전화기,경기도 고양시 일산서구 중앙로 1471지하 b3호,02-868-7500
다일시스템,5305600089,섬유제품 제조업(의복 제조업 제외)|의복 의복액세서리 및 모피제품 제조업|가죽 가방 및 신발 제조업,교육기자재/경미한공사/가구/식기세척기용품/체육시설물(놀이시설)/방송시설물,전라북도 전주시 완산구 서곡6길 23-21층,031-957-9667
대전복사,3053076251,도매 및 소매업,종이인쇄물제작서비스,대전광역시 동구 충정로 21대전보건대학교 9동 지하3층,061-283-0435
부성공인중개사사무소,5034526344,도매 및 상품 중개업,키보드및마우스보조용품,대구광역시 서구 문화로 331(비산동),054-464-1201
빈스컴퍼니,7871201619,도매 및 소매업,도서 문구,대전광역시 대덕구 우암로 3943동101호,053-753-0782
서광전기(주),2988701077,그 밖의 제품 제조업,전기공사,대전광역시 서구 중반5길 64(변동),031-964-0664
씨쓰리홈데코주식회사,8888701749,도매 및 소매업|그 밖의 모든 업종,건설업,대전광역시 유성구 왕가봉로24번길 15115호,054-842-1616
유한회사 새길건설기술,6308801394,도매 및 소매업,토목설계용역업 일반측량업 외,전라북도 남원시 옥정1길 1222층 (향교동),063-626-6900
주식회사 주피터피브이디,3858801228,인쇄 및 기록매체 복제업|도매 및 소매업,티타늄 도금 임가공업,경기도 남양주시 수동면 비룡로 635-20주피터PVD,053-983-2127
주식회사하이디,1418118585,도매 및 소매업|사업시설 관리 사업 지원 및 임대 서비스업,남자근무복,경기도 파주시 월롱면 통일로 716,041-953-0772
주피터디자인(주),2548800930,금속 가공제품 제조업; 기계 및 가구 제외,기타미분류가구,경기도 남양주시 진접읍 금강로유연들3길 701동 1층,070-4607-2575
탐나는 파트너,6483000852,사업시설관리 및 사업지원 서비스업,도소매잡화위생용품컨설팅,제주특별자치도 제주시 연동13길 52층 203호,033-244-0709
토템사무용가구,1193112139,건설업,교실용걸상,대전광역시 서구 만년남로3번길 70-141층 사무실,070-8119-0050
호보,6133304741,전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,화장비누,충청북도 청주시 흥덕구 가로수로1164번길 41-48201호내 208호 (강서동 경성하늘#),02-730-9500
가락음향,1010191776,제조업,음향기기 도 소매 및 설치시공. 렌탈. 수리.,서울특별시 중구 을지로 1571층 다151호(산림동 대림상가),02-545-2007
너와이룸,2230752060,의복 의복 액세서리 및 모피제품 제조업,기타주방용품,강원도 양양군 강현면 정암2길 61정암리,032-341-2975
엔와이컴퍼니,3122933685,건설업,판촉물 디자인광고대행,경기도 수원시 팔달구 덕영대로697번길 7아트프라자414호,052-292-6150
주식회사 우강종합관리,2068691646,정보통신업,의료외용품판매,서울특별시 양천구 등촌로 70402호(목동),053-811-0165
주식회사 우진앤에스피,8628101779,건설업,논슬립,부산광역시 기장군 정관읍 예림길 3101호,051-868-3380
주식회사티엠앤플러스,2148781132,제조업,건물종합관리,서울특별시 영등포구 양평로 61331호(당산동5가 유경빌딩),041-832-8780
지원기전공사,1050932514,음료 제조업,전기공사,경기도 의왕시 안골다리길 5한국아이오티빌딩 101호,061-863-8381
파츠맨,1302546917,도매 및 소매업,전자부품유통,경기도 부천시 심곡로 842층 파츠맨,033-737-0727
(주)명천기건,3018152623,인쇄 및 기록매체 복제업|도매 및 소매업|출판업|영상ㆍ오디오 기록물 제작 및 배급업|컴퓨터 프로그래밍 시스템 통합 및 관리업|연구개발업|교육 서비스업|사회복지 서비스업,비철금속 제조업,충청북도 진천군 덕산읍 초금로 398-22,055-336-5174
